output,w1,w2,w3,w4,w5,w6,w7,w biais
0.0,0.09367523992339159,0.35900307799922854,-0.01413017258572304,0.20478259041689167,0.048964709127919,0.4356487725352129,-0.15513779703742267,-0.34187865949490187
1.0,0.2123270450898178,-0.5063681559302853,0.44040966360458034,-0.547401725711582,-0.11730508659604949,0.31626703768479175,0.04035747262271751,0.39717616524418453
2.0,0.5805118908819419,-0.1360561427533876,0.03904273577238362,0.0404527010581918,0.28474860771154015,-0.6832132469672347,-0.0074802807677827755,0.2568328506340084
3.0,0.3468922123607318,0.03465685858107432,0.4226674809320385,0.24475754440345326,-0.7257057454896868,-0.24619218888183736,-0.2598453041461299,0.28843707670992785
